Parking_lot,file_name,month,day,year,hour,minute,yolo_car_count,image,car_count
IllerCreek,02-06-2020-12-03.jpeg,6,2,2020,12,3,7,02-06-2020-12-03.jpeg,9
IllerCreek,02-06-2020-12-19.jpeg,6,2,2020,12,19,7,02-06-2020-12-19.jpeg,9
IllerCreek,02-06-2020-12-27.jpeg,6,2,2020,12,27,6,02-06-2020-12-27.jpeg,7
IllerCreek,02-06-2020-13-16.jpeg,6,2,2020,13,16,8,02-06-2020-13-16.jpeg,9
IllerCreek,02-06-2020-13-30.jpeg,6,2,2020,13,30,6,02-06-2020-13-30.jpeg,10
IllerCreek,02-06-2020-13-40.jpeg,6,2,2020,13,40,5,02-06-2020-13-40.jpeg,10
IllerCreek,02-06-2020-13-50.jpeg,6,2,2020,13,50,7,02-06-2020-13-50.jpeg,9
IllerCreek,02-06-2020-14-01.jpeg,6,2,2020,14,1,3,02-06-2020-14-01.jpeg,9
IllerCreek,02-06-2020-14-11.jpeg,6,2,2020,14,11,9,02-06-2020-14-11.jpeg,10
IllerCreek,02-06-2020-14-21.jpeg,6,2,2020,14,21,9,02-06-2020-14-21.jpeg,11
IllerCreek,02-06-2020-14-31.jpeg,6,2,2020,14,31,8,02-06-2020-14-31.jpeg,8
IllerCreek,02-06-2020-14-41.jpeg,6,2,2020,14,41,8,02-06-2020-14-41.jpeg,9
IllerCreek,02-06-2020-14-51.jpeg,6,2,2020,14,51,8,02-06-2020-14-51.jpeg,9
IllerCreek,02-06-2020-15-01.jpeg,6,2,2020,15,1,7,02-06-2020-15-01.jpeg,9
IllerCreek,02-06-2020-15-11.jpeg,6,2,2020,15,11,8,02-06-2020-15-11.jpeg,9
IllerCreek,02-06-2020-15-21.jpeg,6,2,2020,15,21,8,02-06-2020-15-21.jpeg,12
IllerCreek,02-06-2020-15-31.jpeg,6,2,2020,15,31,7,02-06-2020-15-31.jpeg,11
IllerCreek,02-06-2020-15-41.jpeg,6,2,2020,15,41,7,02-06-2020-15-41.jpeg,12
IllerCreek,02-06-2020-15-51.jpeg,6,2,2020,15,51,7,02-06-2020-15-51.jpeg,11
IllerCreek,02-06-2020-16-02.jpeg,6,2,2020,16,2,7,02-06-2020-16-02.jpeg,11
IllerCreek,02-06-2020-16-12.jpeg,6,2,2020,16,12,9,02-06-2020-16-12.jpeg,12
IllerCreek,02-06-2020-16-22.jpeg,6,2,2020,16,22,10,02-06-2020-16-22.jpeg,13
IllerCreek,02-06-2020-16-32.jpeg,6,2,2020,16,32,9,02-06-2020-16-32.jpeg,12
IllerCreek,02-06-2020-16-42.jpeg,6,2,2020,16,42,6,02-06-2020-16-42.jpeg,11
IllerCreek,02-06-2020-16-52.jpeg,6,2,2020,16,52,6,02-06-2020-16-52.jpeg,12
IllerCreek,02-06-2020-17-02.jpeg,6,2,2020,17,2,5,02-06-2020-17-02.jpeg,10
IllerCreek,02-06-2020-17-12.jpeg,6,2,2020,17,12,6,02-06-2020-17-12.jpeg,12
IllerCreek,02-06-2020-17-22.jpeg,6,2,2020,17,22,6,02-06-2020-17-22.jpeg,12
IllerCreek,02-06-2020-17-32.jpeg,6,2,2020,17,32,6,02-06-2020-17-32.jpeg,14
IllerCreek,02-06-2020-17-42.jpeg,6,2,2020,17,42,7,02-06-2020-17-42.jpeg,12
IllerCreek,02-06-2020-17-52.jpeg,6,2,2020,17,52,6,02-06-2020-17-52.jpeg,10
IllerCreek,02-06-2020-18-02.jpeg,6,2,2020,18,2,6,02-06-2020-18-02.jpeg,9
IllerCreek,02-06-2020-18-12.jpeg,6,2,2020,18,12,3,02-06-2020-18-12.jpeg,7
IllerCreek,02-06-2020-18-22.jpeg,6,2,2020,18,22,3,02-06-2020-18-22.jpeg,7
IllerCreek,02-06-2020-18-32.jpeg,6,2,2020,18,32,3,02-06-2020-18-32.jpeg,5
IllerCreek,02-06-2020-18-42.jpeg,6,2,2020,18,42,3,02-06-2020-18-42.jpeg,5
IllerCreek,02-06-2020-18-53.jpeg,6,2,2020,18,53,3,02-06-2020-18-53.jpeg,5
IllerCreek,02-06-2020-19-04.jpeg,6,2,2020,19,4,4,02-06-2020-19-04.jpeg,7
IllerCreek,02-06-2020-19-15.jpeg,6,2,2020,19,15,5,02-06-2020-19-15.jpeg,6
IllerCreek,02-06-2020-19-26.jpeg,6,2,2020,19,26,4,02-06-2020-19-26.jpeg,5
IllerCreek,02-06-2020-19-37.jpeg,6,2,2020,19,37,5,02-06-2020-19-37.jpeg,6
IllerCreek,02-06-2020-19-47.jpeg,6,2,2020,19,47,5,02-06-2020-19-47.jpeg,6
IllerCreek,02-06-2020-19-57.jpeg,6,2,2020,19,57,5,02-06-2020-19-57.jpeg,6
IllerCreek,02-06-2020-20-07.jpeg,6,2,2020,20,7,4,02-06-2020-20-07.jpeg,5
IllerCreek,02-06-2020-20-18.jpeg,6,2,2020,20,18,2,02-06-2020-20-18.jpeg,3
IllerCreek,02-06-2020-20-28.jpeg,6,2,2020,20,28,2,02-06-2020-20-28.jpeg,3
IllerCreek,02-06-2020-20-38.jpeg,6,2,2020,20,38,1,02-06-2020-20-38.jpeg,1
IllerCreek,02-06-2020-20-48.jpeg,6,2,2020,20,48,1,02-06-2020-20-48.jpeg,1
IllerCreek,02-06-2020-20-58.jpeg,6,2,2020,20,58,0,02-06-2020-20-58.jpeg,0
IllerCreek,02-06-2020-21-08.jpeg,6,2,2020,21,8,0,02-06-2020-21-08.jpeg,0
IllerCreek,02-06-2020-21-19.jpeg,6,2,2020,21,19,0,02-06-2020-21-19.jpeg,0
IllerCreek,02-06-2020-21-30.jpeg,6,2,2020,21,30,0,02-06-2020-21-30.jpeg,0
IllerCreek,02-06-2020-21-40.jpeg,6,2,2020,21,40,0,02-06-2020-21-40.jpeg,0
IllerCreek,02-06-2020-21-50.jpeg,6,2,2020,21,50,0,02-06-2020-21-50.jpeg,0
AntoineW,02-06-2020-12-03.jpeg,6,2,2020,12,3,4,02-06-2020-12-03.jpeg,4
AntoineW,02-06-2020-12-19.jpeg,6,2,2020,12,19,4,02-06-2020-12-19.jpeg,4
AntoineW,02-06-2020-12-27.jpeg,6,2,2020,12,27,4,02-06-2020-12-27.jpeg,4
AntoineW,02-06-2020-13-16.jpeg,6,2,2020,13,16,3,02-06-2020-13-16.jpeg,3
AntoineW,02-06-2020-13-30.jpeg,6,2,2020,13,30,3,02-06-2020-13-30.jpeg,3
AntoineW,02-06-2020-13-40.jpeg,6,2,2020,13,40,1,02-06-2020-13-40.jpeg,2
AntoineW,02-06-2020-13-50.jpeg,6,2,2020,13,50,1,02-06-2020-13-50.jpeg,2
AntoineW,02-06-2020-14-01.jpeg,6,2,2020,14,1,1,02-06-2020-14-01.jpeg,2
AntoineW,02-06-2020-14-11.jpeg,6,2,2020,14,11,1,02-06-2020-14-11.jpeg,3
AntoineW,02-06-2020-14-21.jpeg,6,2,2020,14,21,1,02-06-2020-14-21.jpeg,3
AntoineW,02-06-2020-14-31.jpeg,6,2,2020,14,31,1,02-06-2020-14-31.jpeg,3
AntoineW,02-06-2020-14-41.jpeg,6,2,2020,14,41,1,02-06-2020-14-41.jpeg,3
AntoineW,02-06-2020-14-51.jpeg,6,2,2020,14,51,1,02-06-2020-14-51.jpeg,2
AntoineW,02-06-2020-15-01.jpeg,6,2,2020,15,1,2,02-06-2020-15-01.jpeg,2
AntoineW,02-06-2020-15-11.jpeg,6,2,2020,15,11,2,02-06-2020-15-11.jpeg,3
AntoineW,02-06-2020-15-21.jpeg,6,2,2020,15,21,3,02-06-2020-15-21.jpeg,4
AntoineW,02-06-2020-15-31.jpeg,6,2,2020,15,31,4,02-06-2020-15-31.jpeg,5
AntoineW,02-06-2020-15-41.jpeg,6,2,2020,15,41,6,02-06-2020-15-41.jpeg,7
AntoineW,02-06-2020-15-51.jpeg,6,2,2020,15,51,6,02-06-2020-15-51.jpeg,7
AntoineW,02-06-2020-16-02.jpeg,6,2,2020,16,2,6,02-06-2020-16-02.jpeg,6
AntoineW,02-06-2020-16-12.jpeg,6,2,2020,16,12,5,02-06-2020-16-12.jpeg,5
AntoineW,02-06-2020-16-22.jpeg,6,2,2020,16,22,4,02-06-2020-16-22.jpeg,4
AntoineW,02-06-2020-16-32.jpeg,6,2,2020,16,32,4,02-06-2020-16-32.jpeg,4
AntoineW,02-06-2020-16-42.jpeg,6,2,2020,16,42,3,02-06-2020-16-42.jpeg,3
AntoineW,02-06-2020-16-52.jpeg,6,2,2020,16,52,2,02-06-2020-16-52.jpeg,3
AntoineW,02-06-2020-17-02.jpeg,6,2,2020,17,2,2,02-06-2020-17-02.jpeg,3
AntoineW,02-06-2020-17-12.jpeg,6,2,2020,17,12,1,02-06-2020-17-12.jpeg,2
AntoineW,02-06-2020-17-22.jpeg,6,2,2020,17,22,1,02-06-2020-17-22.jpeg,2
AntoineW,02-06-2020-17-32.jpeg,6,2,2020,17,32,1,02-06-2020-17-32.jpeg,2
AntoineW,02-06-2020-17-42.jpeg,6,2,2020,17,42,1,02-06-2020-17-42.jpeg,1
AntoineW,02-06-2020-17-52.jpeg,6,2,2020,17,52,1,02-06-2020-17-52.jpeg,1
AntoineW,02-06-2020-18-02.jpeg,6,2,2020,18,2,2,02-06-2020-18-02.jpeg,2
AntoineW,02-06-2020-18-12.jpeg,6,2,2020,18,12,2,02-06-2020-18-12.jpeg,3
AntoineW,02-06-2020-18-22.jpeg,6,2,2020,18,22,2,02-06-2020-18-22.jpeg,3
AntoineW,02-06-2020-18-32.jpeg,6,2,2020,18,32,2,02-06-2020-18-32.jpeg,4
AntoineW,02-06-2020-18-42.jpeg,6,2,2020,18,42,2,02-06-2020-18-42.jpeg,4
AntoineW,02-06-2020-18-53.jpeg,6,2,2020,18,53,2,02-06-2020-18-53.jpeg,4
AntoineW,02-06-2020-19-04.jpeg,6,2,2020,19,4,1,02-06-2020-19-04.jpeg,3
AntoineW,02-06-2020-19-15.jpeg,6,2,2020,19,15,2,02-06-2020-19-15.jpeg,3
AntoineW,02-06-2020-19-26.jpeg,6,2,2020,19,26,3,02-06-2020-19-26.jpeg,4
AntoineW,02-06-2020-19-37.jpeg,6,2,2020,19,37,3,02-06-2020-19-37.jpeg,4
AntoineW,02-06-2020-19-47.jpeg,6,2,2020,19,47,2,02-06-2020-19-47.jpeg,3
AntoineW,02-06-2020-19-57.jpeg,6,2,2020,19,57,2,02-06-2020-19-57.jpeg,3
AntoineW,02-06-2020-20-07.jpeg,6,2,2020,20,7,2,02-06-2020-20-07.jpeg,3
AntoineW,02-06-2020-20-18.jpeg,6,2,2020,20,18,3,02-06-2020-20-18.jpeg,4
AntoineW,02-06-2020-20-28.jpeg,6,2,2020,20,28,2,02-06-2020-20-28.jpeg,3
AntoineW,02-06-2020-20-38.jpeg,6,2,2020,20,38,2,02-06-2020-20-38.jpeg,3
AntoineW,02-06-2020-20-48.jpeg,6,2,2020,20,48,2,02-06-2020-20-48.jpeg,3
AntoineW,02-06-2020-20-58.jpeg,6,2,2020,20,58,1,02-06-2020-20-58.jpeg,1
AntoineW,02-06-2020-21-08.jpeg,6,2,2020,21,8,1,02-06-2020-21-08.jpeg,1
AntoineW,02-06-2020-21-19.jpeg,6,2,2020,21,19,1,02-06-2020-21-19.jpeg,1
AntoineW,02-06-2020-21-30.jpeg,6,2,2020,21,30,1,02-06-2020-21-30.jpeg,1
AntoineW,02-06-2020-21-40.jpeg,6,2,2020,21,40,1,02-06-2020-21-40.jpeg,1
AntoineW,02-06-2020-21-50.jpeg,6,2,2020,21,50,1,02-06-2020-21-50.jpeg,1
StevensCreek,02-06-2020-12-03.jpeg,6,2,2020,12,3,2,02-06-2020-12-03.jpeg,2
StevensCreek,02-06-2020-12-19.jpeg,6,2,2020,12,19,2,02-06-2020-12-19.jpeg,2
StevensCreek,02-06-2020-12-27.jpeg,6,2,2020,12,27,2,02-06-2020-12-27.jpeg,2
StevensCreek,02-06-2020-13-16.jpeg,6,2,2020,13,16,3,02-06-2020-13-16.jpeg,3
StevensCreek,02-06-2020-13-30.jpeg,6,2,2020,13,30,3,02-06-2020-13-30.jpeg,3
StevensCreek,02-06-2020-13-40.jpeg,6,2,2020,13,40,2,02-06-2020-13-40.jpeg,2
StevensCreek,02-06-2020-13-50.jpeg,6,2,2020,13,50,2,02-06-2020-13-50.jpeg,2
StevensCreek,02-06-2020-14-01.jpeg,6,2,2020,14,1,2,02-06-2020-14-01.jpeg,2
StevensCreek,02-06-2020-14-11.jpeg,6,2,2020,14,11,1,02-06-2020-14-11.jpeg,1
StevensCreek,02-06-2020-14-21.jpeg,6,2,2020,14,21,1,02-06-2020-14-21.jpeg,2
StevensCreek,02-06-2020-14-31.jpeg,6,2,2020,14,31,1,02-06-2020-14-31.jpeg,3
StevensCreek,02-06-2020-14-41.jpeg,6,2,2020,14,41,1,02-06-2020-14-41.jpeg,3
StevensCreek,02-06-2020-14-51.jpeg,6,2,2020,14,51,0,02-06-2020-14-51.jpeg,2
StevensCreek,02-06-2020-15-01.jpeg,6,2,2020,15,1,0,02-06-2020-15-01.jpeg,2
StevensCreek,02-06-2020-15-11.jpeg,6,2,2020,15,11,3,02-06-2020-15-11.jpeg,4
StevensCreek,02-06-2020-15-21.jpeg,6,2,2020,15,21,3,02-06-2020-15-21.jpeg,4
StevensCreek,02-06-2020-15-31.jpeg,6,2,2020,15,31,2,02-06-2020-15-31.jpeg,4
StevensCreek,02-06-2020-15-41.jpeg,6,2,2020,15,41,2,02-06-2020-15-41.jpeg,4
StevensCreek,02-06-2020-15-51.jpeg,6,2,2020,15,51,2,02-06-2020-15-51.jpeg,4
StevensCreek,02-06-2020-16-02.jpeg,6,2,2020,16,2,3,02-06-2020-16-02.jpeg,5
StevensCreek,02-06-2020-16-12.jpeg,6,2,2020,16,12,5,02-06-2020-16-12.jpeg,7
StevensCreek,02-06-2020-16-22.jpeg,6,2,2020,16,22,4,02-06-2020-16-22.jpeg,7
StevensCreek,02-06-2020-16-32.jpeg,6,2,2020,16,32,4,02-06-2020-16-32.jpeg,8
StevensCreek,02-06-2020-16-42.jpeg,6,2,2020,16,42,5,02-06-2020-16-42.jpeg,7
StevensCreek,02-06-2020-16-52.jpeg,6,2,2020,16,52,5,02-06-2020-16-52.jpeg,7
StevensCreek,02-06-2020-17-02.jpeg,6,2,2020,17,2,5,02-06-2020-17-02.jpeg,7
StevensCreek,02-06-2020-17-12.jpeg,6,2,2020,17,12,4,02-06-2020-17-12.jpeg,7
StevensCreek,02-06-2020-17-22.jpeg,6,2,2020,17,22,3,02-06-2020-17-22.jpeg,7
StevensCreek,02-06-2020-17-32.jpeg,6,2,2020,17,32,5,02-06-2020-17-32.jpeg,8
StevensCreek,02-06-2020-17-42.jpeg,6,2,2020,17,42,5,02-06-2020-17-42.jpeg,9
StevensCreek,02-06-2020-17-52.jpeg,6,2,2020,17,52,4,02-06-2020-17-52.jpeg,9
StevensCreek,02-06-2020-18-02.jpeg,6,2,2020,18,2,5,02-06-2020-18-02.jpeg,10
StevensCreek,02-06-2020-18-12.jpeg,6,2,2020,18,12,5,02-06-2020-18-12.jpeg,11
StevensCreek,02-06-2020-18-22.jpeg,6,2,2020,18,22,4,02-06-2020-18-22.jpeg,9
StevensCreek,02-06-2020-18-32.jpeg,6,2,2020,18,32,3,02-06-2020-18-32.jpeg,8
StevensCreek,02-06-2020-18-42.jpeg,6,2,2020,18,42,3,02-06-2020-18-42.jpeg,7
StevensCreek,02-06-2020-18-53.jpeg,6,2,2020,18,53,3,02-06-2020-18-53.jpeg,7
StevensCreek,02-06-2020-19-04.jpeg,6,2,2020,19,4,4,02-06-2020-19-04.jpeg,7
StevensCreek,02-06-2020-19-15.jpeg,6,2,2020,19,15,4,02-06-2020-19-15.jpeg,8
StevensCreek,02-06-2020-19-26.jpeg,6,2,2020,19,26,3,02-06-2020-19-26.jpeg,9
StevensCreek,02-06-2020-19-37.jpeg,6,2,2020,19,37,5,02-06-2020-19-37.jpeg,8
StevensCreek,02-06-2020-19-47.jpeg,6,2,2020,19,47,3,02-06-2020-19-47.jpeg,8
StevensCreek,02-06-2020-19-57.jpeg,6,2,2020,19,57,1,02-06-2020-19-57.jpeg,7
StevensCreek,02-06-2020-20-07.jpeg,6,2,2020,20,7,4,02-06-2020-20-07.jpeg,8
StevensCreek,02-06-2020-20-18.jpeg,6,2,2020,20,18,4,02-06-2020-20-18.jpeg,7
StevensCreek,02-06-2020-20-28.jpeg,6,2,2020,20,28,4,02-06-2020-20-28.jpeg,7
StevensCreek,02-06-2020-20-38.jpeg,6,2,2020,20,38,5,02-06-2020-20-38.jpeg,7
StevensCreek,02-06-2020-20-48.jpeg,6,2,2020,20,48,6,02-06-2020-20-48.jpeg,7
StevensCreek,02-06-2020-20-58.jpeg,6,2,2020,20,58,6,02-06-2020-20-58.jpeg,7
StevensCreek,02-06-2020-21-08.jpeg,6,2,2020,21,8,4,02-06-2020-21-08.jpeg,5
StevensCreek,02-06-2020-21-19.jpeg,6,2,2020,21,19,5,02-06-2020-21-19.jpeg,6
StevensCreek,02-06-2020-21-30.jpeg,6,2,2020,21,30,2,02-06-2020-21-30.jpeg,2
StevensCreek,02-06-2020-21-40.jpeg,6,2,2020,21,40,2,02-06-2020-21-40.jpeg,2
StevensCreek,02-06-2020-21-50.jpeg,6,2,2020,21,50,2,02-06-2020-21-50.jpeg,2
Glenrose,02-06-2020-12-03.jpeg,6,2,2020,12,3,3,02-06-2020-12-03.jpeg,4
Glenrose,02-06-2020-12-19.jpeg,6,2,2020,12,19,3,02-06-2020-12-19.jpeg,4
Glenrose,02-06-2020-12-27.jpeg,6,2,2020,12,27,4,02-06-2020-12-27.jpeg,6
Glenrose,02-06-2020-13-16.jpeg,6,2,2020,13,16,5,02-06-2020-13-16.jpeg,7
Glenrose,02-06-2020-13-30.jpeg,6,2,2020,13,30,6,02-06-2020-13-30.jpeg,8
Glenrose,02-06-2020-13-40.jpeg,6,2,2020,13,40,7,02-06-2020-13-40.jpeg,8
Glenrose,02-06-2020-13-50.jpeg,6,2,2020,13,50,9,02-06-2020-13-50.jpeg,10
Glenrose,02-06-2020-14-01.jpeg,6,2,2020,14,1,9,02-06-2020-14-01.jpeg,10
Glenrose,02-06-2020-14-11.jpeg,6,2,2020,14,11,9,02-06-2020-14-11.jpeg,10
Glenrose,02-06-2020-14-21.jpeg,6,2,2020,14,21,8,02-06-2020-14-21.jpeg,9
Glenrose,02-06-2020-14-31.jpeg,6,2,2020,14,31,10,02-06-2020-14-31.jpeg,10
Glenrose,02-06-2020-14-41.jpeg,6,2,2020,14,41,10,02-06-2020-14-41.jpeg,10
Glenrose,02-06-2020-14-51.jpeg,6,2,2020,14,51,8,02-06-2020-14-51.jpeg,8
Glenrose,02-06-2020-15-01.jpeg,6,2,2020,15,1,8,02-06-2020-15-01.jpeg,7
Glenrose,02-06-2020-15-11.jpeg,6,2,2020,15,11,5,02-06-2020-15-11.jpeg,5
Glenrose,02-06-2020-15-21.jpeg,6,2,2020,15,21,4,02-06-2020-15-21.jpeg,4
Glenrose,02-06-2020-15-31.jpeg,6,2,2020,15,31,4,02-06-2020-15-31.jpeg,4
Glenrose,02-06-2020-15-41.jpeg,6,2,2020,15,41,2,02-06-2020-15-41.jpeg,2
Glenrose,02-06-2020-15-51.jpeg,6,2,2020,15,51,2,02-06-2020-15-51.jpeg,2
Glenrose,02-06-2020-16-02.jpeg,6,2,2020,16,2,2,02-06-2020-16-02.jpeg,3
Glenrose,02-06-2020-16-12.jpeg,6,2,2020,16,12,3,02-06-2020-16-12.jpeg,4
Glenrose,02-06-2020-16-22.jpeg,6,2,2020,16,22,5,02-06-2020-16-22.jpeg,5
Glenrose,02-06-2020-16-32.jpeg,6,2,2020,16,32,5,02-06-2020-16-32.jpeg,5
Glenrose,02-06-2020-16-42.jpeg,6,2,2020,16,42,4,02-06-2020-16-42.jpeg,5
Glenrose,02-06-2020-16-52.jpeg,6,2,2020,16,52,4,02-06-2020-16-52.jpeg,5
Glenrose,02-06-2020-17-02.jpeg,6,2,2020,17,2,3,02-06-2020-17-02.jpeg,4
Glenrose,02-06-2020-17-12.jpeg,6,2,2020,17,12,3,02-06-2020-17-12.jpeg,4
Glenrose,02-06-2020-17-22.jpeg,6,2,2020,17,22,3,02-06-2020-17-22.jpeg,3
Glenrose,02-06-2020-17-32.jpeg,6,2,2020,17,32,2,02-06-2020-17-32.jpeg,2
Glenrose,02-06-2020-17-42.jpeg,6,2,2020,17,42,1,02-06-2020-17-42.jpeg,1
Glenrose,02-06-2020-17-52.jpeg,6,2,2020,17,52,1,02-06-2020-17-52.jpeg,1
Glenrose,02-06-2020-18-02.jpeg,6,2,2020,18,2,1,02-06-2020-18-02.jpeg,1
Glenrose,02-06-2020-18-12.jpeg,6,2,2020,18,12,4,02-06-2020-18-12.jpeg,5
Glenrose,02-06-2020-18-22.jpeg,6,2,2020,18,22,3,02-06-2020-18-22.jpeg,5
Glenrose,02-06-2020-18-32.jpeg,6,2,2020,18,32,4,02-06-2020-18-32.jpeg,5
Glenrose,02-06-2020-18-42.jpeg,6,2,2020,18,42,5,02-06-2020-18-42.jpeg,5
Glenrose,02-06-2020-18-53.jpeg,6,2,2020,18,53,3,02-06-2020-18-53.jpeg,5
Glenrose,02-06-2020-19-04.jpeg,6,2,2020,19,4,3,02-06-2020-19-04.jpeg,5
Glenrose,02-06-2020-19-15.jpeg,6,2,2020,19,15,6,02-06-2020-19-15.jpeg,6
Glenrose,02-06-2020-19-26.jpeg,6,2,2020,19,26,5,02-06-2020-19-26.jpeg,5
Glenrose,02-06-2020-19-37.jpeg,6,2,2020,19,37,4,02-06-2020-19-37.jpeg,5
Glenrose,02-06-2020-19-47.jpeg,6,2,2020,19,47,6,02-06-2020-19-47.jpeg,6
Glenrose,02-06-2020-19-57.jpeg,6,2,2020,19,57,5,02-06-2020-19-57.jpeg,5
Glenrose,02-06-2020-20-07.jpeg,6,2,2020,20,7,5,02-06-2020-20-07.jpeg,6
Glenrose,02-06-2020-20-18.jpeg,6,2,2020,20,18,5,02-06-2020-20-18.jpeg,6
Glenrose,02-06-2020-20-28.jpeg,6,2,2020,20,28,4,02-06-2020-20-28.jpeg,6
Glenrose,02-06-2020-20-38.jpeg,6,2,2020,20,38,4,02-06-2020-20-38.jpeg,6
Glenrose,02-06-2020-20-48.jpeg,6,2,2020,20,48,6,02-06-2020-20-48.jpeg,6
Glenrose,02-06-2020-20-58.jpeg,6,2,2020,20,58,5,02-06-2020-20-58.jpeg,5
Glenrose,02-06-2020-21-08.jpeg,6,2,2020,21,8,3,02-06-2020-21-08.jpeg,2
Glenrose,02-06-2020-21-19.jpeg,6,2,2020,21,19,2,02-06-2020-21-19.jpeg,2
Glenrose,02-06-2020-21-30.jpeg,6,2,2020,21,30,1,02-06-2020-21-30.jpeg,2
Glenrose,02-06-2020-21-40.jpeg,6,2,2020,21,40,1,02-06-2020-21-40.jpeg,2
Glenrose,02-06-2020-21-50.jpeg,6,2,2020,21,50,0,02-06-2020-21-50.jpeg,0
